device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,cpu_ms_per_report,bytes_per_report
99,1,1765496867,1765496867.507205,False,False,0.0,17.0
99,2,1765496868,1765496868.508,False,False,0.0,17.0
99,3,1765496869,1765496869.5089462,False,False,0.0,17.0
99,4,1765496870,1765496870.5097873,False,False,0.0,17.0
99,5,1765496871,1765496871.5106971,False,False,0.0,17.0
99,6,1765496872,1765496872.5117292,False,False,0.0,17.0
99,7,1765496873,1765496873.5128214,False,False,0.0,17.0
99,8,1765496874,1765496874.5136096,False,False,0.0,17.0
99,9,1765496875,1765496875.5167234,False,False,0.0,17.0
99,10,1765496875,1765496875.610176,False,False,0.0,12.0
99,11,1765496876,1765496876.518496,False,False,0.0,17.0
99,12,1765496877,1765496877.5193698,False,False,0.0,17.0
99,13,1765496878,1765496878.520148,False,False,0.0,17.0
99,14,1765496879,1765496879.5224342,False,False,0.0,17.0
99,15,1765496880,1765496880.5232668,False,False,0.0,17.0
99,16,1765496881,1765496881.5242884,False,False,0.0,17.0
99,17,1765496882,1765496882.5285983,False,False,0.0,17.0
99,18,1765496883,1765496883.5304108,False,False,0.0,17.0
99,19,1765496884,1765496884.5316217,False,False,0.0,17.0
99,20,1765496884,1765496884.5346508,False,False,0.0,12.0
99,21,1765496885,1765496885.5341046,False,False,0.0,17.0
99,22,1765496886,1765496886.5352683,False,False,0.0,17.0
99,23,1765496887,1765496887.5365982,False,False,0.0,17.0
99,24,1765496888,1765496888.5377386,False,False,0.0,17.0
99,25,1765496889,1765496889.538924,False,False,0.0,17.0
99,26,1765496890,1765496890.5398211,False,False,0.0,17.0
99,27,1765496891,1765496891.5408225,False,False,0.0,17.0
99,28,1765496892,1765496892.5422373,False,False,0.0,17.0
99,29,1765496893,1765496893.54321,False,False,0.0,17.0
99,30,1765496893,1765496893.5452986,False,False,0.0,12.0
99,31,1765496894,1765496894.5442975,False,False,0.0,17.0
99,32,1765496895,1765496895.5454504,False,False,0.0,17.0
99,33,1765496896,1765496896.5465212,False,False,0.0,17.0
99,34,1765496897,1765496897.548905,False,False,0.0,17.0
99,35,1765496898,1765496898.5499249,False,False,0.0,17.0
99,36,1765496899,1765496899.5512972,False,False,0.0,17.0
99,37,1765496900,1765496900.5524733,False,False,0.0,17.0
99,38,1765496901,1765496901.5536559,False,False,0.0,17.0
99,39,1765496902,1765496902.554716,False,False,0.0,17.0
99,40,1765496902,1765496902.558058,False,False,0.0,12.0
99,41,1765496903,1765496903.5588717,False,False,0.0,17.0
99,42,1765496904,1765496904.559716,False,False,0.0,17.0
99,43,1765496905,1765496905.5608838,False,False,0.0,17.0
99,44,1765496906,1765496906.562922,False,False,0.0,17.0
99,45,1765496907,1765496907.5659838,False,False,0.0,17.0
99,46,1765496908,1765496908.5669413,False,False,0.0,17.0
99,47,1765496909,1765496909.5693588,False,False,0.0,17.0
99,48,1765496910,1765496910.570187,False,False,0.0,17.0
99,49,1765496911,1765496911.5709765,False,False,15.625,17.0
99,50,1765496911,1765496911.5735343,False,False,0.0,12.0
99,51,1765496912,1765496912.5723827,False,False,0.0,17.0
99,52,1765496913,1765496913.5730867,False,False,0.0,17.0
99,53,1765496914,1765496914.5764456,False,False,0.0,17.0
99,54,1765496915,1765496915.5783246,False,False,0.0,17.0
99,55,1765496916,1765496916.5804992,False,False,0.0,17.0
99,56,1765496917,1765496917.5814302,False,False,0.0,17.0
99,57,1765496918,1765496918.5828724,False,False,0.0,17.0
99,58,1765496919,1765496919.5834446,False,False,0.0,17.0
99,59,1765496920,1765496920.584255,False,False,0.0,17.0
99,60,1765496920,1765496920.5869558,False,False,0.0,12.0
99,61,1765496921,1765496921.5862808,False,False,0.0,17.0
99,62,1765496922,1765496922.5873337,False,False,0.0,17.0
99,63,1765496923,1765496923.5880587,False,False,0.0,17.0
99,64,1765496924,1765496924.5885787,False,False,0.0,17.0
99,65,1765496925,1765496925.5896127,False,False,0.0,17.0
99,66,1765496926,1765496926.5905316,False,False,0.0,17.0
99,67,1765496927,1765496927.5910404,False,False,0.0,17.0
99,68,1765496928,1765496928.5923681,False,False,0.0,17.0
99,69,1765496929,1765496929.5933177,False,False,0.0,17.0
99,70,1765496929,1765496929.5985942,False,False,0.0,12.0
99,71,1765496930,1765496930.594256,False,False,0.0,17.0
99,72,1765496931,1765496931.5950782,False,False,0.0,17.0
99,73,1765496932,1765496932.5962281,False,False,0.0,17.0
99,74,1765496933,1765496933.5973115,False,False,0.0,17.0
99,75,1765496934,1765496934.5990143,False,False,0.0,17.0
99,76,1765496935,1765496935.5998924,False,False,0.0,17.0
99,77,1765496936,1765496936.601187,False,False,0.0,17.0
99,78,1765496937,1765496937.6029892,False,False,0.0,17.0
99,79,1765496938,1765496938.6059918,False,False,0.0,17.0
99,80,1765496938,1765496938.608463,False,False,0.0,12.0
99,81,1765496939,1765496939.6078668,False,False,0.0,17.0
99,82,1765496940,1765496940.6086707,False,False,0.0,17.0
99,83,1765496941,1765496941.611273,False,False,0.0,17.0
99,84,1765496942,1765496942.6123264,False,False,0.0,17.0
99,85,1765496943,1765496943.6135764,False,False,0.0,17.0
99,86,1765496944,1765496944.6143181,False,False,0.0,17.0
99,87,1765496945,1765496945.6168344,False,False,0.0,17.0
99,88,1765496946,1765496946.6176965,False,False,0.0,17.0
